1024|9240,000000
1025|10740,000000
1026|7350,000000
1027|13075,000000
1028|11205,000000
1029|11615,000000
1030|11300,000000
1031|9800,000000
1032|15000,000000
999|9000,000000
1001|11130,000000
1002|10160,000000
1003|14280,000000
1004|11760,000000
1005|12735,000000
1006|6580,000000
1007|8450,000000
1008|11065,000000
1009|10195,000000
1010|9310,000000
1011|11480,000000
1012|11385,000000
1013|10450,000000
1014|11935,000000
1016|11450,000000
1017|9835,000000
1018|12505,000000
1019|7595,000000
1020|12005,000000
1021|10645,000000
1022|9880,000000
1023|11470,000000
